"Name","Sweep","Runtime","State","Created","best_eval_top1","unc-module","n_few_shot","dataset","loss","model","lr","num-heads","initial-checkpoint","best_test_avg_downstream_auroc_correct","best_test_avg_downstream_auroc_correct_mixed","best_test_avg_downstream_auroc_ood","best_furthertest_avg_downstream_auroc_correct","best_test_avg_downstream_r1","best_furthertest_avg_downstream_r1","best_test_avg_downstream_croppedHasBiggerUnc","best_furthertest_avg_downstream_croppedHasBiggerUnc","best_eval_avg_downstream_auroc_correct","best_eval_avg_downstream_auroc_correct_mixed","best_eval_avg_downstream_auroc_ood","best_eval_avg_downstream_croppedHasBiggerUnc","best_eval_avg_downstream_r1","eval_avg_downstream_auroc_correct","eval_avg_downstream_croppedHasBiggerUnc","eval_avg_downstream_r1","best_eval_auroc_correct","best_eval_r1","eval_time_per_sample"
"snowy-sweep-3","eprxhgn3","992","finished","2023-08-14T20:39:26.000Z","79.992","class-entropy","","torch/imagenet","cross-entropy","vit_medium_patch16_gap_256sngp","0","","./output/train/20230517-110251988515-vit_medium_patch16_gap_256sngp-256/checkpoint-2.pth.tar","0.578","0.7421768109003702","0.800624410311381","","0.4041","","0.6313","","0.5907333333333334","0.7296091715494791","0.7519495685895284","0.6543333333333333","0.3955333333333333","0.5907333333333334","0.6543333333333333","0.3955333333333333","0.8047","0.7782","0.3663104225158691"
"gallant-sweep-3","kcahjo3u","919","finished","2023-08-14T20:38:14.000Z","0.104","pred-net","","torch/imagenet","hib","vit_medium_patch16_gap_256","0","","./output/train/20230522-153709177782-vit_medium_patch16_gap_256-256/checkpoint-0.pth.tar","0.5604","0.5748283465703329","0.45438894629478455","","0.22386666666666663","","0.6532333333333333","","0.5726333333333334","0.5752275387446085","0.47224411368370056","0.6391333333333334","0.2197","0.5726333333333334","0.6391333333333334","0.2197","0.5567","0.1137","0.11719883499145509"
"pleasant-sweep-1","lk8ymntw","1765","finished","2023-08-14T20:36:32.000Z","72.61","pred-net","","torch/imagenet","mcinfonce","resnet50","0","","./output/train/20230522-102914532252-resnet50-224/checkpoint-1.pth.tar","0.5683666666666667","0.6151373982429504","0.5650689204533895","","0.42946666666666666","","0.6754333333333333","","0.5666666666666668","0.6064949234326681","0.5502982238928477","0.6880000000000001","0.42333333333333334","0.5666666666666668","0.6880000000000001","0.42333333333333334","0.629","0.6554","0.35675965034484863"
"sunny-sweep-3","5lvtdsrw","920","finished","2023-08-14T20:36:19.000Z","79.326","pred-net","","torch/imagenet","mcinfonce","vit_medium_patch16_gap_256","0","","./output/train/20230522-125210190191-vit_medium_patch16_gap_256-256/checkpoint-0.pth.tar","0.503","0.6419235269228617","0.7455429037412008","","0.48740000000000006","","0.573","","0.5236","0.6307890216509501","0.7138177156448364","0.5959","0.4714666666666667","0.5236","0.5959","0.4714666666666667","0.7238","0.7617","0.2262962651062012"
"eternal-sweep-1","2jq3z5et","1884","finished","2023-08-14T20:34:33.000Z","43.614","pred-net","","torch/imagenet","elk","resnet50","0","","./output/train/20230518-175959672760-resnet50-224/checkpoint-3.pth.tar","0.5460666666666667","0.5930755138397217","0.4484778543313344","","0.3602","","0.8743","","0.5568666666666667","0.6062744458516439","0.4570109595855077","0.8770333333333333","0.3529","0.5568666666666667","0.8770333333333333","0.3529","0.6242","0.3516","0.5063173995971679"
"expert-sweep-3","44v39zxy","0","crashed","2023-08-14T20:32:02.000Z","","pred-net","","","riskpred","vit_medium_patch16_gap_256","","","./output/train/20230513-120140354410-vit_medium_patch16_gap_256-256/checkpoint-12.pth.tar","","","","","","","","","","","","","","","","","","",""
"zesty-sweep-1","4f7hi4hx","957","finished","2023-08-14T20:27:59.000Z","64.556","pred-net","","torch/imagenet","nivmf","vit_medium_patch16_gap_256","0","","./output/train/20230621-171357443233-vit_medium_patch16_gap_256-256/checkpoint-6.pth.tar","0.5142666666666666","0.49312056104342145","0.3821038951476415","","0.4876666666666667","","0.7143333333333333","","0.5433333333333333","0.5213749806086222","0.4102399547894795","0.6966666666666668","0.4774333333333334","0.5433333333333333","0.6966666666666668","0.4774333333333334","0.4463","0.5572","0.16064768173217772"
"golden-sweep-1","zvf3wpeh","1116","finished","2023-08-14T20:26:26.000Z","70.754","class-entropy","","torch/imagenet","cross-entropy","resnet50hetxl","0","","./output/train/20230601-004705514080-resnet50hetxl-256/checkpoint-9.pth.tar","0.5168666666666667","0.7217876513799032","0.7009144226710001","","0.2743","","0.6694","","0.5389333333333334","0.7107641299565634","0.6730055212974548","0.6932333333333333","0.30073333333333335","0.5389333333333334","0.6932333333333333","0.30073333333333335","0.812","0.615","0.2976507088470459"
"wandering-sweep-1","zsvvbuxj","952","finished","2023-08-14T20:25:02.000Z","82.744","class-entropy","","torch/imagenet","cross-entropy","vit_medium_patch16_gap_256hetxl","0","","./output/train/20230601-004722828632-vit_medium_patch16_gap_256hetxl-256/checkpoint-3.pth.tar","0.5337333333333333","0.6951987544695536","0.8055657943089803","","0.5120333333333333","","0.6302","","0.5474","0.6925484736760458","0.7589175502459208","0.6555333333333334","0.4935","0.5474","0.6555333333333334","0.4935","0.8019","0.8005","0.3193638548278809"
"trim-sweep-2","bslnnctm","944","finished","2023-08-14T20:24:33.000Z","44.634","class-entropy","","torch/imagenet","cross-entropy","vit_medium_patch16_gap_256","0","","./output/train/20230522-123438090221-vit_medium_patch16_gap_256-256/checkpoint-5.pth.tar","0.5291666666666667","0.6451167066891988","0.5509003003438314","","0.3938333333333333","","0.7211666666666666","","0.5455666666666666","0.6448050538698832","0.5095431009928385","0.7330333333333332","0.4056","0.5455666666666666","0.7330333333333332","0.4056","0.7739","0.3812","0.3630782158660889"
